Bd_DisCh_EVBat,Bd_E_HW,Bd_Fl_HP,Bd_FracCh_Bat,Bd_FracCh_EVBat,Bd_Frac_Vent_sp_out,Bd_Pw_Bat_sp_out,Bd_T_HP_return,Bd_T_HP_sp_out,Bd_T_HP_supply,Ext_Irr,Ext_P,Ext_RH,Ext_T,Fa_ECh_Bat,Fa_ECh_EVBat,Fa_EDCh_Bat,Fa_EDCh_EVBat,Fa_E_All,Fa_E_Appl,Fa_E_HVAC,Fa_E_Light,Fa_E_self,Fa_Pw_All,Fa_Pw_Prod,Fa_Stat_EV,HVAC_Pw_HP,HVAC_onoff_HP,P1_FlFrac_HW,P1_T_Tank,P1_T_Tank_sp_out,P1_T_Thermostat_sp_out,P2_FlFrac_HW,P2_T_Tank,P2_T_Tank_sp_out,P2_T_Thermostat_sp_out,P3_FlFrac_HW,P3_T_Tank,P3_T_Tank_sp_out,P3_T_Thermostat_sp_out,P4_FlFrac_HW,P4_T_Tank,P4_T_Tank_sp_out,P4_T_Thermostat_sp_out,Z01_E_Appl,Z01_RH,Z01_T,Z02_E_Appl,Z02_RH,Z02_T,Z03_E_Appl,Z03_RH,Z03_T,Z04_E_Appl,Z04_RH,Z04_T,Z05_E_Appl,Z05_RH,Z05_T,Z06_E_Appl,Z06_RH,Z06_T,Z07_E_Appl,Z07_RH,Z07_T,Z08_E_Appl,Z08_RH,Z08_T
0.128550727,96.52148674,0,0.801736257,0,0.5,0.994521895,45.11921506,45,45.11921506,317.9,102595,83.5,5.28,121.3761088,0,0,0,162.4784304,69.92443691,57.39054344,35.16345,155.8469669,3249.568607,351.9672033,0,0,1,0,50.7163579,50,16.24471742,0.066405,50.64288575,50,23.93892626,0,51.12281133,50,23.93892626,0,51.12281133,50,16.24471742,189.552,34.580655,18.31719652,0,38.32539809,16.7360702,320.8895852,29.98454945,20.57814341,0,31.41930217,19.86846801,206.204732,32.06984576,19.50035763,0,33.48740455,18.84982115,206.204732,33.52729331,18.80382467,0,35.35243157,18.00576865
0.128550727,24.69468419,0,0.811649444,0,0.5,0.994521895,45.48645661,45,45.48645661,333,102600,83,5.4,115.505009,0,0,0,162.4784304,69.92443691,57.39054344,35.16345,143.9538407,3249.568607,574.4573641,0,0,1,0,50.65787476,50,16.24471742,0.066405,50.66160792,50,23.93892626,0,51.10800686,50,23.93892626,0,51.10800686,50,16.24471742,189.552,34.8310659,18.23812838,0,38.70013556,16.6198531,320.8895852,29.9551908,20.62924181,0,31.38790393,19.92087766,206.204732,31.95982243,19.58973733,0,33.35620277,18.94799095,206.204732,33.82078169,18.70129473,0,35.74615743,17.86814842
0.128550727,7.102632816,0,0.821066972,0,0.5,0.994521895,45.66035575,45,45.66035575,348.1,102600,82.9,5.48,109.9081961,0,0,0,162.4784304,69.92443691,57.39054344,35.16345,132.2438322,2927.951463,793.6541395,0,0,1,0.073406721,50.63562136,50,16.24471742,0.066405,50.70759383,50,23.93892626,0.073406721,51.08232154,50,23.93892626,0.073406721,51.08232154,50,16.24471742,228.67,35.08033171,18.1616871,0,39.07120401,16.50814425,278.1528364,29.9314805,20.67856676,0,31.36158769,19.97221162,265.7058154,31.86058684,19.67523232,0,33.23464609,19.04339206,265.7058154,34.11609848,18.60034901,0,36.13610008,17.73559419
0.128550727,6.405149647,0,0.830013623,0,0.5,0.994521895,45.15609149,45,45.15609149,363.2,102600,82.8,5.56,104.5738331,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,104.6263026,2927.951463,1009.734221,0,0,1,0.073406721,50.43506451,50,16.24471742,0.066405,50.5547795,50,18.06107374,0.073406721,50.84262396,50,23.93892626,0.073406721,50.84262396,50,25.75528258,228.67,35.33223461,18.0879136,0,39.44379373,16.40072196,278.1528364,30.11063573,20.6242254,0,31.60331745,19.89331409,265.7058154,31.7708408,19.75908682,0,33.12215429,19.13800666,265.7058154,34.16890918,18.61356989,0,36.19280479,17.74992805
0.128550727,347.9400869,0,0.838512942,0,0.5,0.994521895,45.20575363,45,45.20575363,378.3,102600,82.7,5.64,99.49049214,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,93.25366678,2927.951463,1220.765212,0,0,1,0.073406721,50.29136016,50,16.24471742,0.066405,50.44674111,50,18.06107374,0.073406721,50.6513648,50,23.93892626,0.073406721,50.6513648,50,25.75528258,228.67,35.58668651,18.01696331,0,39.81842984,16.29743594,278.1528364,30.41799349,20.5068593,0,32.01398973,19.73573859,265.7058154,31.69385775,19.83963667,0,33.02485016,19.22880948,265.7058154,34.07609403,18.69633348,0,36.05066293,17.85295731
0.128550727,-46.30975179,0,0.846587295,0,0.5,0.994521895,45.30872823,45,45.30872823,393.4,102600,82.6,5.72,94.64715158,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,82.14677248,2927.951463,1431.228313,0,0,1,0.073406721,50.36089881,50,16.24471742,0.066405,50.54073952,50,18.06107374,0.073406721,50.68525283,50,23.93892626,0.073406721,50.68525283,50,25.75528258,228.67,35.84292452,17.94889368,0,40.19435628,16.1981725,278.1528364,30.76936319,20.37126726,0,32.48134353,19.55633034,265.7058154,31.62786247,19.91745722,0,32.94131161,19.31605305,265.7058154,33.94169635,18.80122253,0,35.85257596,17.98370067
0.128550727,-59.41631831,0,0.85425793,0,0.5,0.994521895,45.33873751,45,45.33873751,408.5,102600,82.5,5.8,90.03319191,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,71.0697672,2927.951463,1639.039441,0,0,1,0.073406721,50.42862285,50,16.24471742,0.066405,50.62700114,50,18.06107374,0.073406721,50.72557603,50,23.93892626,0.073406721,50.72557603,50,25.75528258,228.67,36.10021118,17.88367435,0,40.57058922,16.10282499,278.1528364,31.12396857,20.23845163,0,32.95071145,19.38168645,265.7058154,31.57085505,19.99322229,0,32.86910995,19.40047403,265.7058154,33.81318882,18.90624123,0,35.66360907,18.11383717
0.128550727,-49.90575125,0,0.861545034,0,0.5,0.994521895,45.42023884,45,45.42023884,423.6,102600,82.4,5.88,85.63839011,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,60.13233938,2927.951463,1844.341922,0,0,1,0.073406721,50.48267217,50,16.24471742,0.066405,50.69458497,50,18.06107374,0.073406721,50.7609973,50,23.93892626,0.073406721,50.7609973,50,25.75528258,228.67,36.35797967,17.82123495,0,40.94631112,16.0112835,278.1528364,31.47128017,20.11338249,0,33.40794995,19.21799432,265.7058154,31.52164003,20.06725554,0,32.80660182,19.48251365,265.7058154,33.7016185,19.00592319,0,35.49859105,18.2363996
0.128550727,-40.30308928,0,0.868467782,0,0.5,0.994521895,45.51187852,45,45.51187852,438.7,102600,82.3,5.96,81.4529129,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,49.32694568,2927.951463,2047.270622,0,0,1,0.073406721,50.5269436,50,16.24471742,0.066405,50.74799794,50,18.06107374,0.073406721,50.79299316,50,23.93892626,0.073406721,50.79299316,50,25.75528258,228.67,36.61581252,17.76149458,0,41.32089905,15.9234339,278.1528364,31.81226884,19.9951746,0,33.85445996,19.0639969,265.7058154,31.47938222,20.13974625,0,32.75259251,19.56246506,265.7058154,33.60484236,19.10093182,0,35.35436062,18.35230218
0.128550727,-35.37134468,0,0.875044393,0,0.5,0.994521895,45.07812769,45,45.07812769,453.8,102600,82.2,6.04,77.46730911,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,38.64648777,3948.359626,2247.952197,0,0,1,0.073406721,50.37306776,50,16.24471742,0.066405,50.56947241,50,18.06107374,0.073406721,50.60049367,50,23.93892626,0.073406721,50.60049367,50,25.75528258,228.67,36.87336489,17.70437245,0,41.69387165,15.8391604,278.1528364,32.14962819,19.88217147,0,34.2940226,18.91746845,265.7058154,31.44344669,20.2108164,0,32.70617816,19.64052394,265.7058154,33.51912033,19.19274931,0,35.22563555,18.46351174
0.128550727,345.8769271,0,0.881292173,0,0.5,0.994521895,45.02448241,45,45.02448241,468.9,102600,82.1,6.12,73.67250121,0,0,0,197.4179813,75.6936078,108.4660235,13.25835,79.10470775,4559.1032,2446.505329,0,0,1,0.073406721,50.69599272,50,16.24471742,0.066405,50.42235532,50,18.06107374,0.073406721,50.44671687,50,23.93892626,0.073406721,50.44671687,50,25.75528258,228.67,37.13035492,17.64978964,0,42.06483173,15.75834703,278.1528364,32.48498814,19.77331637,0,34.72898584,18.77696484,265.7058154,31.41840125,20.27793302,0,32.67316806,19.71360905,265.7058154,33.44759716,19.27962404,0,35.11620864,18.56797943
0.128550727,-54.07629459,0,0.887227565,0,0.5,0.994521895,45.15226874,45,45.15226874,484,102600,82,6.2,70.0597763,0,0,0,227.95516,75.6936078,139.0032022,13.25835,99.19172164,2927.951463,2643.040961,0,0,1,0.073406721,50.81478862,50,16.24471742,0.066405,50.48303268,50,18.06107374,0.073406721,50.50228171,50,23.93892626,0.073406721,50.50228171,50,25.75528258,228.67,37.38652499,17.59766851,0,42.43344734,15.68087916,278.1528364,32.81898162,19.66808334,0,35.16034335,18.64172591,265.7058154,31.40205602,20.34204823,0,32.6506816,19.78293495,265.7058154,33.38733755,19.36274821,0,35.02202768,18.66725658
0.128550727,-51.43651971,1.8847944,0.892866186,0,0.5,0.994521895,44.92144011,45,49.78918562,491.15,102600,81.9,6.28,66.62077653,0,0,0,146.3975731,75.6936078,57.44561533,13.25835,7.290154122,14136.16977,2783.394864,0,10921.35151,1,0.073406721,50.85441259,50,16.24471742,0.066405,50.52725225,50,18.06107374,0.073406721,50.54263711,50,23.93892626,0.073406721,50.54263711,50,25.75528258,228.67,37.64166756,17.54792698,0,42.3828809,15.75417534,278.1528364,33.15184005,19.56616822,0,35.58857605,18.51126493,265.7058154,31.3933367,20.403565,0,32.63729164,19.84902866,265.7058154,33.33709323,19.44253849,0,34.94131646,18.76191614
0.128550727,-27.09955766,0,0.898222877,0,0.5,0.951056516,45.84225735,45,45.84225735,498.3,102600,81.8,6.36,63.29992033,0,0,0,706.8084884,75.6936078,617.8565306,13.25835,560.3140219,2854.217883,2921.831116,0,0,1,0.073406721,50.83164556,50,18.06107374,0.066405,50.50793228,50,16.24471742,0.073406721,50.52055811,50,16.24471742,0.073406721,50.52055811,50,18.06107374,228.67,37.59515558,17.6223266,0,42.05027918,15.93045449,278.1528364,33.48376206,19.46729857,0,36.01412568,18.38514527,265.7058154,31.59893808,20.36062694,0,32.90461597,19.78386272,265.7058154,33.52475011,19.41361712,0,35.17685168,18.71911132
0.128550727,59.37496939,0,0.903311733,0,0.5,0.951056516,45.95638683,45,45.95638683,505.45,102600,81.7,6.44,60.18708412,0,0,0,142.7108941,75.6936078,53.75893633,13.25835,-11.06969092,2854.217883,3094.292973,0,0,1,0.073406721,50.68116678,50,18.06107374,0.066405,50.36417548,50,16.24471742,0.073406721,50.37300756,50,16.24471742,0.073406721,50.37300756,50,18.06107374,228.67,37.37833374,17.76765342,0,41.64798409,16.13481997,278.1528364,33.8151513,19.37112686,0,36.43752379,18.26292272,265.7058154,31.9382471,20.25408051,0,33.34611158,19.63946066,265.7058154,33.86096877,19.3181639,0,35.60877693,18.59273102
0.128550727,191.5298729,0,0.908146147,0,0.5,0.951056516,45.53474068,45,45.53474068,512.6,102600,81.6,6.52,57.22480512,0,0,0,142.7108941,75.6936078,53.75893632,13.25835,-20.14663077,3104.217883,3229.469655,0,0,1,0.073406721,50.46580422,50,18.06107374,0.066405,50.15409721,50,16.24471742,0.073406721,50.16015988,50,16.24471742,0.073406721,50.16015988,50,18.06107374,228.67,37.12383138,17.93038822,0,41.27305078,16.33203477,278.1528364,34.14644769,19.27730727,0,36.858514,18.14452352,265.7058154,32.32135747,20.1288416,0,33.84314471,19.47272158,265.7058154,34.24651101,19.20262424,0,36.10448733,18.44181781
0.128550727,182.0302417,0,0.912738839,0,0.5,0.951056516,45.16940321,45,45.16940321,519.75,102600,81.5,6.6,54.40605108,0,0,0,155.2108941,75.6936078,66.25893632,13.25835,-14.76119299,2854.217883,3361.972268,0,0,1,0.073406721,50.25687482,50,18.06107374,0.066405,49.94971535,50,16.24471742,0.073406721,49.95382612,50,16.24471742,0.073406721,49.95382612,50,18.06107374,228.67,36.88972579,18.08655228,0,40.94596409,16.51392409,278.1528364,34.47693826,19.18605296,0,37.27664427,18.02996761,265.7058154,32.70504368,20.00596228,0,34.3385443,19.31020064,265.7058154,34.63366242,19.08881807,0,36.60013709,18.29401989
0.128550727,180.8823802,0,0.917101897,0,0.5,0.951056516,45.12620769,45,45.12620769,526.9,102600,81.4,6.68,51.72409306,0,0,0,142.7108941,75.6936078,53.75893632,13.25835,-34.23501471,2817.351093,3491.915507,0,0,1,0.073406721,50.06605622,50,18.06107374,0.066405,49.76115646,50,16.24471742,0.073406721,49.76361234,50,16.24471742,0.073406721,49.76361234,50,18.06107374,228.67,36.95286621,18.12070534,0,40.65817133,16.68307969,278.1528364,34.80595094,19.09755502,0,37.69151149,17.91926222,265.7058154,33.07840143,19.89043968,0,34.81798513,19.15807057,265.7058154,35.01033541,18.98197977,0,37.07963204,18.15586693
0.128550727,154.2328002,0,0.921246802,0,0.5,0.951056516,45.08404541,45,45.08404541,534.05,102600,81.3,6.76,49.17249496,0,0,0,140.8675546,75.6936078,51.91559682,13.25835,-42.91747204,2817.351093,3619.406501,0,0,1,0.073406721,49.91070112,50,18.06107374,0.066405,49.60579241,50,16.24471742,0.073406721,49.60758628,50,16.24471742,0.073406721,49.60758628,50,18.06107374,228.67,37.20065371,18.07931212,0,40.39761353,16.84363578,278.1528364,35.1330609,19.01188837,0,38.1023705,17.81256091,265.7058154,33.44275705,19.78141298,0,35.28344472,19.01509459,265.7058154,35.37791231,18.88127538,0,37.54503455,18.02618151
0.128550727,121.3062439,0,0.925184462,0,0.5,0.951056516,45.74710435,45,45.74710435,541.2,102600,81.2,6.84,46.74510316,0,0,0,140.8675546,75.6936078,51.91559682,13.25835,-49.62752436,2817.351093,3744.545241,0,0,1,0.073406721,50.01629283,50,18.06107374,0.066405,49.70250954,50,16.24471742,0.073406721,49.70517487,50,16.24471742,0.073406721,49.70517487,50,18.06107374,228.67,37.51070639,18.01353588,0,40.15707581,16.99805396,278.1528364,35.45792901,18.92909098,0,38.5086565,17.7099392,265.7058154,33.80121367,19.67725144,0,35.73927738,18.87908264,265.7058154,35.73979333,18.78504388,0,38.00115303,17.90274786
0.128550727,-289.9710236,0,0.928925239,0,0.5,0.951056516,45.7591197,45,45.7591197,548.35,102600,81.1,6.92,44.43603618,0,0,0,140.8675546,75.6936078,51.91559682,13.25835,-56.21377387,2817.351093,3867.424977,0,0,1,0.073406721,50.11999956,50,18.06107374,0.066405,49.81946983,50,16.24471742,0.073406721,49.82157047,50,16.24471742,0.073406721,49.82157047,50,18.06107374,228.67,37.82447842,17.94756939,0,39.92104081,17.15220584,278.1528364,35.78024126,18.84919295,0,38.91001599,17.61139114,265.7058154,34.15570268,19.57692468,0,36.18825058,18.74862805,265.7058154,36.09806737,18.69225105,0,38.45122857,17.78407174
0.128550727,66.75747312,0,0.932478977,0,0.5,0.951056516,45.52490022,45,45.52490022,555.5,102600,81,7,42.23967459,0,0,0,140.8675546,75.6936078,51.91559682,13.25835,-62.68112837,2817.351093,3988.13258,0,0,1,0.073406721,50.03422106,50,18.06107374,0.066405,49.72922185,50,16.24471742,0.073406721,49.73142329,50,16.24471742,0.073406721,49.73142329,50,18.06107374,228.67,38.12696561,17.88741321,0,39.69670928,17.30310729,278.1528364,36.09974562,18.77219897,0,39.30622533,17.51686128,265.7058154,34.50706185,19.47993309,0,36.63166518,18.62300486,265.7058154,36.45328375,18.6025553,0,38.89604585,17.66970217
0.128550727,90.39841281,0,0.935855028,0,0.5,0.951056516,45.37610244,45,45.37610244,562.65,102600,80.5,7.15,40.15065098,0,0,0,140.8675546,75.6936078,51.91559682,13.25835,-69.03416011,3544.764696,4106.748889,0,0,1,0.073406721,49.93085243,50,18.06107374,0.330189,49.59058284,50,16.24471742,0.073406721,49.62797308,50,16.24471742,0.073406721,49.62797308,50,18.06107374,283.749,38.41905598,17.83242724,0,39.4879187,17.44888781,387.8308383,36.40771,18.70168527,0,39.69570205,17.42665928,346.41295,34.85158463,19.38772825,0,37.06887204,18.50215994,346.41295,36.8013245,18.51749498,0,39.33419827,17.55989471
0.128550727,110.7917891,1.8847944,0.939062277,0,0.5,0.866025404,43.55678668,45,48.45303932,569.8,102600,80,7.3,38.108377,0,0,0,177.2382348,92.00217136,64.48386343,20.7522,-38.90644356,14481.53988,4224.402827,0,10678.70766,1,0.073406721,49.97793526,50,21,0.330189,49.5747342,50,21,0.073406721,49.67085607,50,21,0.073406721,49.67085607,50,21,283.749,38.41925749,17.89355255,0,39.29773711,17.58799613,387.8308383,36.44462533,18.7460034,0,39.7086509,17.48148108,346.41295,34.94484355,19.40712803,0,37.16622967,18.52244809,346.41295,36.87537898,18.54703168,0,39.39910755,17.59520883
0.128550727,-154.2283173,1.8847944,0.942109163,0,0.5,0.866025404,42.96196391,45,47.96784865,576.95,102600,79.5,7.45,36.22168616,0,0,0,724.0769941,92.00217136,611.3226227,20.7522,501.7400032,17080.22716,4339.003306,0,10585.07841,1,0.073406721,50.19447084,50,21,0.330189,49.99834153,50,21,0.073406721,49.88949807,50,21,0.073406721,49.88949807,50,21,283.749,38.23227863,18.02970861,0,39.10982685,17.72679506,387.8308383,36.30612504,18.86497751,0,39.47865028,17.63056777,346.41295,34.87216827,19.50023743,0,37.03982304,18.63573294,346.41295,36.76956179,18.65192418,0,39.22066708,17.72543689
0.128550727,-225.6544082,1.8847944,0.945003705,0,0.5,0.866025404,43.16301481,45,48.15799343,584.1,102600,79,7.6,34.42750407,0,0,0,854.0113582,92.00217136,741.2569868,20.7522,625.6427632,14422.82268,4451.724595,0,10619.99045,1,0.073406721,50.41341463,50,21,0.330189,50.51582172,50,21,0.073406721,50.11262341,50,21,0.073406721,50.11262341,50,21,283.749,37.98932033,18.18937117,0,38.92775993,17.86371353,387.8308383,36.11291454,19.00818235,0,39.17557969,17.80958892,346.41295,34.74507679,19.61816084,0,36.84158752,18.77991154,346.41295,36.60578804,18.78185675,0,38.96592658,17.88668539
0.128550727,-171.862576,1.8847944,0.94775352,0,0.5,0.866025404,43.33467592,45,48.29546388,591.25,102600,78.5,7.75,32.72138327,0,0,0,721.1411338,92.00217136,608.3867625,20.7522,486.8398393,14449.52476,4562.62625,0,10646.69253,1,0.073406721,50.58351103,50,21,0.330189,50.65839609,50,21,0.073406721,50.28353651,50,21,0.073406721,50.28353651,50,21,283.749,37.75175749,18.3479618,0,38.7547448,17.99731372,387.8308383,35.92156849,19.15160301,0,38.87887131,17.98778884,346.41295,34.61718904,19.73710287,0,36.64443285,18.92469577,346.41295,36.4422788,18.91246797,0,38.7139756,18.04814058
0.128550727,-134.7482056,1.8847944,0.950365844,0,0.5,0.866025404,43.50925803,45,48.44085381,598.4,102600,78,7.9,31.09908135,0,0,0,722.4762378,92.00217136,609.7218665,20.7522,482.3380142,14477.37777,4671.763209,0,10674.54554,1,0.073406721,50.71743915,50,21,0.330189,50.76879774,50,21,0.073406721,50.41790936,50,21,0.073406721,50.41790936,50,21,283.749,37.53362854,18.49951201,0,38.59194016,18.12698094,387.8308383,35.74516086,19.28939426,0,38.60633121,18.15778428,346.41295,34.50199893,19.85081215,0,36.46647838,19.06214436,346.41295,36.29349624,19.03742046,0,38.4845461,18.20164704
0.128550727,-105.9082377,1.8847944,0.952847551,0,0.5,0.866025404,43.66364754,45,48.57290415,605.55,102600,77.5,8.05,29.55655232,0,0,0,723.8688883,92.00217136,611.1145169,20.7522,477.9866141,14502.44316,4779.18603,0,10699.61094,1,0.073406721,50.82291226,50,21,0.330189,50.85296628,50,21,0.073406721,50.52500571,50,21,0.073406721,50.52500571,50,21,283.749,37.33194185,18.6449676,0,38.43916847,18.25265401,387.8308383,35.58099902,19.42247955,0,38.35360161,18.32092235,346.41295,34.39812456,19.95969365,0,36.3056282,19.19281849,346.41295,36.15800662,19.15708422,0,38.27554133,18.3476661
0.128550727,-85.10377347,1.8847944,0.955205174,0,0.5,0.866025404,43.79814794,45,48.68839912,612.7,102600,77,8.2,28.08993841,0,0,0,725.1221581,92.00217136,612.3677867,20.7522,473.5860512,14524.33634,4884.941109,0,10721.50412,1,0.073406721,50.91054061,50,21,0.330189,50.92088459,50,21,0.073406721,50.61209298,50,21,0.073406721,50.61209298,50,21,283.749,37.14182289,18.78613617,0,38.29584856,18.37444767,387.8308383,35.42400155,19.55291211,0,38.11390401,18.47965806,346.41295,34.30210619,20.06515477,0,36.15699774,19.31856957,346.41295,36.0321623,19.27284242,0,38.08179265,18.48800733
0.128550727,-68.59274069,1.8847944,0.957444915,0,0.5,0.866025404,43.91313189,45,48.78696418,619.85,102600,76.5,8.35,26.69556194,0,0,0,726.2168172,92.00217136,613.4624458,20.7522,469.1146535,19321.39257,4989.070897,0,10740.19907,1,0.073406721,50.98207385,50,21,0.330189,50.97252192,50,21,0.073406721,50.81460936,50,21,0.073406721,50.81460936,50,21,283.749,36.96014623,18.92417315,0,38.1614236,18.49248159,387.8308383,35.27274217,19.68117787,0,37.88491374,18.6347184,346.41295,34.211897,20.16801234,0,36.01765838,19.44049454,346.41295,35.91381488,19.38549187,0,37.90017182,18.62374351
0.128550727,-55.9405626,1.8847944,0.959572669,0,0.5,0.866025404,44.00887835,45,48.86868608,627,102600,76,8.5,25.36991762,0,0,0,966.0696284,92.00217136,853.3152571,20.7522,703.4869497,15068.75846,5091.614092,0,10755.72215,1,0.073406721,51.04306996,50,21,0.330189,51.01196705,50,21,0.073406721,51.29909836,50,21,0.073406721,51.29909836,50,21,283.749,36.78512778,19.05971315,0,38.0354265,18.60685031,387.8308383,35.12732041,19.80710448,0,37.6662983,18.78605622,346.41295,34.12672536,20.26852389,0,35.88642601,19.55897501,346.41295,35.80213231,19.49528268,0,37.72936397,18.75525409
0.128550727,-46.50611608,1.8847944,0.961594036,0,0.5,0.866025404,44.15201175,45,49.00020445,629.95,102600,75.5,8.65,24.10966504,0,0,0,753.4379231,92.00217136,640.6835517,20.7522,485.4582341,14582.92759,5160.395493,0,10780.09537,1,0.073406721,51.05100544,50,21,0.330189,51.03154392,50,21,0.073406721,51.3067491,50,21,0.073406721,51.3067491,50,21,283.749,36.61507618,19.19338301,0,37.91746209,18.71762642,387.8308383,34.98811673,19.93040657,0,37.45835751,18.93337407,346.41295,34.04638096,20.36669899,0,35.76288808,19.67406963,346.41295,35.69686746,19.60222366,0,37.56886253,18.88260535
0.128550727,24.35949386,1.8847944,0.963514334,0,0.5,0.743144825,44.26119491,45,49.09702503,632.9,102600,75,8.8,22.86365458,0,0,0,729.1463796,92.00217136,616.3920083,20.7522,457.5466168,14601.08224,5228.230493,0,10798.25002,1,0.073406721,51.01443827,50,23.93892626,0.330189,51.03981452,50,25.75528258,0.073406721,51.26964472,50,25.75528258,0.073406721,51.26964472,50,23.93892626,283.749,36.44990159,19.32512645,0,37.80687931,18.82500049,387.8308383,34.85513016,20.05097509,0,37.26094971,19.07657218,346.41295,33.9705657,20.46259644,0,35.6465431,19.78589423,346.41295,35.59768069,19.70637462,0,37.41805234,19.00592246
0.128550727,23.24468736,1.8847944,0.965338617,0,0.5,0.743144825,44.25097692,45,49.12931657,635.85,102600,74.5,8.95,21.72719986,0,0,0,730.0541122,92.00217136,617.2997408,20.7522,454.8840862,14604.54651,5293.297662,0,10801.71428,1,0.073406721,50.97790866,50,23.93892626,0.330189,51.04881924,50,25.75528258,0.073406721,51.23257924,50,25.75528258,0.073406721,51.23257924,50,23.93892626,283.749,36.29260167,19.45352412,0,37.70594925,18.92793245,387.8308383,34.73035224,20.16778316,0,37.07654027,19.21443131,346.41295,33.90106629,20.55528465,0,35.53958946,19.89334553,346.41295,35.50641608,19.80680973,0,37.27917746,19.1241174
0.128550727,23.91005515,0,0.967071687,0,0.5,0.743144825,45.07607433,45,45.07607433,638.8,102600,74,9.1,20.64691193,0,0,0,730.2273255,92.00217136,617.4729541,20.7522,451.6327117,3552.832226,5356.600575,0,0,1,0.073406721,50.83578251,50,23.93892626,0.330189,50.88672993,50,25.75528258,0.073406721,51.08798736,50,25.75528258,0.073406721,51.08798736,50,23.93892626,283.749,36.11304296,19.59189201,0,37.57501203,19.04324676,387.8308383,34.58439598,20.29446439,0,36.86620328,19.36374303,346.41295,33.80918687,20.65845117,0,35.40478547,20.01329072,346.41295,35.39289701,19.91718891,0,37.11297603,19.254031
0.128550727,239.2521098,1.8847944,0.968718102,0,0.5,0.743144825,44.13874865,45,48.96761752,641.75,102600,73.5,9.25,19.62004639,0,0,0,177.6416113,92.00217136,64.88723993,20.7522,-104.2847348,14578.12194,5418.18025,0,10775.28972,1,0.073406721,50.68826224,50,23.93892626,0.330189,50.66538776,50,25.75528258,0.073406721,50.93558791,50,25.75528258,0.073406721,50.93558791,50,23.93892626,283.749,35.96370588,19.71683562,0,37.48094061,19.14243546,387.8308383,34.46697064,20.40774537,0,36.69554567,19.49590702,346.41295,33.74335067,20.74883891,0,35.30489927,20.11710072,346.41295,35.30793963,20.01432958,0,36.98538082,19.36713727
0.128550727,69.86648495,1.8847944,0.970282197,0,0.5,0.743144825,43.78332357,45,48.64847456,644.7,102600,73,9.4,18.64398984,0,0,0,728.9060971,92.00217136,616.1517258,20.7522,443.7387155,14518.52776,5478.074951,0,10715.69554,1,0.073406721,50.71760753,50,23.93892626,0.330189,50.64064602,50,25.75528258,0.073406721,50.96129075,50,25.75528258,0.073406721,50.96129075,50,23.93892626,283.749,35.82956065,19.83486404,0,37.40388902,19.23382348,387.8308383,34.36354009,20.5142596,0,36.54500616,19.61919091,346.41295,33.68938005,20.83313601,0,35.22130424,20.2131016,346.41295,35.23658899,20.10491534,0,36.87667679,19.47176432
0.128550727,-82.53013983,1.8847944,0.971768087,0,0.5,0.743144825,43.95555786,45,48.80360277,647.65,102600,72.5,9.55,17.71625394,0,0,0,725.9263882,92.00217136,613.1720168,20.7522,437.6066539,14547.4658,5536.320332,0,10744.63358,1,0.073406721,50.81580302,50,23.93892626,0.330189,50.70126402,50,25.75528258,0.073406721,51.05649544,50,25.75528258,0.073406721,51.05649544,50,23.93892626,283.749,35.70309748,19.94923337,0,37.33385363,19.32162135,387.8308383,34.26681814,20.61733332,0,36.40473618,19.73776955,346.41295,33.64015145,20.91470302,0,35.1446186,20.30549627,346.41295,35.17131576,20.19231146,0,36.77690571,19.57212885
0.128550727,-83.3451149,1.8847944,0.973179683,0,0.5,0.743144825,44.0493789,45,48.88086806,650.6,102600,72,9.7,16.83446964,0,0,0,727.3732901,92.00217136,614.6189188,20.7522,435.9880095,14562.32544,5592.949577,0,10759.49321,1,0.073406721,50.90833224,50,23.93892626,0.330189,50.76652575,50,25.75528258,0.073406721,51.14705276,50,25.75528258,0.073406721,51.14705276,50,23.93892626,283.749,35.58162084,20.06108143,0,37.26720591,19.40734382,387.8308383,34.17416026,20.71814391,0,36.27110528,19.8531498,346.41295,33.5930898,20.9947312,0,35.07143137,20.39579133,346.41295,35.1093671,20.27772545,0,36.68238438,19.66976609
0.128550727,-71.58591698,1.8847944,0.974520699,0,0.5,0.743144825,44.14380764,45,48.96254787,653.55,102600,71.5,9.85,15.9963818,0,0,0,728.1162719,92.00217136,615.3619006,20.7522,433.7505047,14577.76999,5647.993534,0,10774.93776,1,0.073406721,50.98448536,50,23.93892626,0.330189,50.81877497,50,25.75528258,0.073406721,51.22087564,50,25.75528258,0.073406721,51.22087564,50,23.93892626,283.749,35.46487282,20.17045933,0,37.20356086,19.49111927,387.8308383,34.08528418,20.8167668,0,36.14362647,19.96546858,346.41295,33.54794915,21.07329721,0,35.00136987,20.48410717,346.41295,35.05042816,20.36125337,0,36.59262555,19.76482885
